,essay,token,lemma,sentence,index,start,pos,sentence_sentiment,token_sentiment,paragraph,docPosition,sentPosition,isPunc,followsPunc,precedesPunc,followsLCA,precedesLCA,followsLCAPath,precedesLCAPath,head,uppermost,uppermost_child,right_sibling,right_sibling_head,probability,head_lemma,IOB
10970,3509.txt,has,have,1,23,251,VBZ,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.3636363636363636,0.2727272727272727,changed-25,VBZ,,,,0.0,change,O
10971,3509.txt,n't,not,1,24,254,RB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.3636363636363636,0.3636363636363636,changed-25,RB,not,not,read,0.0,change,O
10972,3509.txt,changed,change,1,25,258,VBN,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.4545454545454545,0.3636363636363636,read-2,VBN,,,,0.0,read,O
10973,3509.txt,the,the,1,26,266,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.6363636363636364,0.4545454545454545,person-27,DT,,,,0.0,person,O
10974,3509.txt,person,person,1,27,270,NN,Negative,Neutral,0,Introduction,Middle,False,False,False,S,NP,0.2727272727272727,0.6363636363636364,changed-25,NP,,,,0.0012492192379762,change,O
10975,3509.txt,I,I,1,28,277,PRP,Negative,Neutral,0,Introduction,Middle,False,False,False,S,S,0.2727272727272727,0.2727272727272727,am-29,NP,PRP,PRP,am,0.0,be,O
10976,3509.txt,am,be,1,29,279,VBP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.8181818181818182,0.2727272727272727,person-27,SBAR,,,,0.0004164064126587,person,O
10977,3509.txt,today,today,1,30,282,NN,Negative,Neutral,0,Introduction,Middle,False,False,True,S,VP,0.1818181818181818,0.8181818181818182,am-29,NP-TMP,,,,0.001665625650635,be,O
10978,3509.txt,.,.,1,31,287,.,Negative,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.1818181818181818,read-2,.,.,.,read,0.0,read,O
10979,3509.txt,You,you,2,1,289,PRP,Negative,Neutral,0,Introduction,First,False,True,False,S,,0.1666666666666666,-1.0,escape-4,NP,PRP,PRP,want,0.3485321673953779,escape,O
10980,3509.txt,ca,can,2,2,293,MD,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.25,0.1666666666666666,escape-4,MD,ca,ca,escape,0.0,escape,O
10981,3509.txt,n't,not,2,3,295,RB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.25,0.25,escape-4,RB,n't,n't,escape,0.0,escape,O
10982,3509.txt,escape,escape,2,4,299,VB,Negative,Positive,0,Introduction,Middle,False,False,False,VP,VP,0.3333333333333333,0.25,escape-4,ROOT,S,S,escape,0.0,escape,O
10983,3509.txt,things,thing,2,5,306,NNS,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.3333333333333333,0.3333333333333333,escape-4,NP,NNS,NNS,want,0.0,escape,O
10984,3509.txt,like,like,2,6,313,IN,Negative,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.4166666666666667,0.3333333333333333,drugs-7,IN,like,like,drugs,0.0,drug,O
10985,3509.txt,drugs,drug,2,7,318,NNS,Negative,Neutral,0,Introduction,Middle,False,False,True,NP,PP,0.5,0.4166666666666667,escape-4,PP,IN,NP,want,0.0,escape,O
10986,3509.txt,",",",",2,8,323,",",Negative,Neutral,0,Introduction,Middle,True,False,False,NP,NP,0.5,0.5,drugs-7,",",",",",",drugs,0.0,drug,O
10987,3509.txt,sex,sex,2,9,325,NN,Negative,Positive,0,Introduction,Middle,False,True,True,NP,NP,0.5,0.5,drugs-7,NN,,,,0.4112013325005205,drug,O
10988,3509.txt,",",",",2,10,328,",",Negative,Neutral,0,Introduction,Middle,True,False,False,NP,NP,0.5,0.5,drugs-7,",",",",",",drugs,0.0,drug,O
10989,3509.txt,and,and,2,11,330,CC,Negative,Neutral,0,Introduction,Middle,False,True,False,NP,NP,0.5,0.5,things-14,PP,IN,NP,want,0.4112013325005205,thing,O
10990,3509.txt,other,other,2,12,334,JJ,Negative,Neutral,0,Introduction,Middle,False,False,False,JJ,NP,0.6666666666666666,0.5,things-14,PP,IN,NP,want,0.0029148448886112,thing,O
10991,3509.txt,explicit,explicit,2,13,340,JJ,Negative,Positive,0,Introduction,Middle,False,False,False,VP,JJ,0.3333333333333333,0.6666666666666666,things-14,PP,IN,NP,want,0.0,thing,O
10992,3509.txt,things,thing,2,14,349,NNS,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.3333333333333333,0.3333333333333333,drugs-7,NP,NNS,NNS,want,0.0,drug,O
10993,3509.txt,that,that,2,15,356,WDT,Negative,Neutral,0,Introduction,Middle,False,False,False,SBAR,VP,0.4166666666666667,0.3333333333333333,reading-22,WHNP,WDT,WDT,reading,0.0,read,O
10994,3509.txt,we,we,2,16,361,PRP,Negative,Neutral,0,Introduction,Middle,False,False,False,S,SBAR,0.5,0.4166666666666667,want-19,NP,PRP,PRP,want,0.0997293358317718,want,O
10995,3509.txt,might,might,2,17,364,MD,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.5833333333333334,0.5,want-19,MD,might,might,want,0.0,want,O
10996,3509.txt,not,not,2,18,370,RB,Negative,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.5833333333333334,0.5833333333333334,want-19,RB,not,not,want,0.0,want,O
10997,3509.txt,want,want,2,19,374,VB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.6666666666666666,0.5833333333333334,escape-4,SBAR,WHNP,S,escape,0.0,escape,O
10998,3509.txt,our,we,2,20,379,PRP$,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.75,0.6666666666666666,children-21,PRP$,our,our,children,0.0,child,O
10999,3509.txt,children,child,2,21,383,NNS,Negative,Positive,0,Introduction,Middle,False,False,False,VP,NP,0.6666666666666666,0.75,want-19,NP,PRP$,NNS,want,0.0,want,O
11000,3509.txt,reading,read,2,22,392,VBG,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.8333333333333334,0.6666666666666666,want-19,S,VP,VP,reading,0.0,want,O
11001,3509.txt,about,about,2,23,400,RB,Negative,Neutral,0,Introduction,Middle,False,False,True,S,VP,0.1666666666666666,0.8333333333333334,reading-22,ADVP,RB,RB,reading,0.0,read,O
11002,3509.txt,.,.,2,24,405,.,Negative,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.1666666666666666,escape-4,.,.,.,escape,0.0,escape,O
11003,3509.txt,It,it,3,1,407,PRP,Neutral,Neutral,0,Introduction,First,False,True,False,S,,0.3333333333333333,-1.0,society-4,NP,PRP,PRP,society,0.3485321673953779,society,O
11004,3509.txt,'s,be,3,2,409,VBZ,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.5,0.3333333333333333,society-4,VBZ,'s,'s,society,0.0,society,O
11005,3509.txt,in,in,3,3,412,IN,Neutral,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.6666666666666666,0.5,society-4,IN,in,in,society,0.001665625650635,society,O
11006,3509.txt,society,society,3,4,415,NN,Neutral,Neutral,0,Introduction,Middle,False,False,True,S,PP,0.3333333333333333,0.6666666666666666,society-4,ROOT,S,S,society,0.0,society,O
11007,3509.txt,.,.,3,5,422,.,Neutral,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.3333333333333333,society-4,.,.,.,society,0.0,society,O
11008,3509.txt,These,this,4,1,424,DT,Negative,Neutral,0,Introduction,First,False,True,False,NP,,0.4,-1.0,things-2,DT,These,These,things,0.3485321673953779,thing,O
11009,3509.txt,things,thing,4,2,430,NNS,Negative,Neutral,0,Introduction,Middle,False,False,False,S,NP,0.3,0.4,are-3,NP,DT,NNS,taking,0.0002082032063293,be,O
11010,3509.txt,are,be,4,3,437,VBP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.4,0.3,are-3,ROOT,S,S,are,0.0,be,O
11011,3509.txt,everywhere,everywhere,4,4,441,RB,Negative,Positive,0,Introduction,Middle,False,False,True,S,VP,0.2,0.4,are-3,ADVP,RB,RB,going,0.001665625650635,be,O
11012,3509.txt,",",",",4,5,451,",",Negative,Neutral,0,Introduction,Middle,True,False,False,S,S,0.2,0.2,are-3,",",",",",",are,0.0,be,O
11013,3509.txt,and,and,4,6,453,CC,Negative,Neutral,0,Introduction,Middle,False,True,False,S,S,0.2,0.2,going-16,CC,and,and,going,0.4112013325005205,go,O
11014,3509.txt,just,just,4,7,457,RB,Negative,Neutral,0,Introduction,Middle,False,False,False,S,S,0.3,0.2,going-16,ADVP,,,,0.0029148448886112,go,O
11015,3509.txt,taking,take,4,8,462,VBG,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.5,0.3,going-16,S,,,,0.0,go,O
11016,3509.txt,these,this,4,9,469,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.6,0.5,materials-10,DT,,,,0.0,material,O
11017,3509.txt,materials,material,4,10,475,NNS,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,NP,0.5,0.6,taking-8,NP,,,,0.0002082032063293,take,O
11018,3509.txt,off,off,4,11,485,IN,Negative,Negative,0,Introduction,Middle,False,False,False,PP,VP,0.6,0.5,shelves-13,IN,,,,0.0,shelf,O
11019,3509.txt,the,the,4,12,489,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.7,0.6,shelves-13,DT,,,,0.0,shelf,O
11020,3509.txt,shelves,shelf,4,13,493,NNS,Negative,Neutral,0,Introduction,Middle,False,False,False,S,NP,0.3,0.7,taking-8,PP,,,,0.0012492192379762,take,O
11021,3509.txt,are,be,4,14,501,VBP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.4,0.3,going-16,VBP,are,are,going,0.0,go,O
11022,3509.txt,not,not,4,15,505,RB,Negative,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.4,0.4,going-16,RB,,,,0.001665625650635,go,O
11023,3509.txt,going,go,4,16,509,VBG,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.5,0.4,are-3,VP,,,,0.0,be,O
11024,3509.txt,to,to,4,17,515,TO,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.7,0.5,solve-18,TO,,,,0.0,solve,O
11025,3509.txt,solve,solve,4,18,518,VB,Negative,Neutral,0,Introduction,Middle,False,False,False,S,VP,0.3,0.7,going-16,S,,,,0.0004164064126587,go,O
11026,3509.txt,the,the,4,19,524,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,S,S,0.3,0.3,problem-20,S,,,,0.0,problem,O
11027,3509.txt,problem,problem,4,20,528,NN,Negative,Negative,0,Introduction,Middle,False,False,True,S,S,0.2,0.3,solve-18,NP,,,,0.0012492192379762,solve,O
11028,3509.txt,.,.,4,21,535,.,Negative,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.2,are-3,.,.,.,are,0.0,be,O
11029,3509.txt,I,I,5,1,537,PRP,Negative,Neutral,0,Introduction,First,False,True,False,S,,0.1764705882352941,-1.0,think-2,NP,PRP,PRP,like,0.3485321673953779,think,O
11030,3509.txt,think,think,5,2,539,VBP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.2352941176470588,0.1764705882352941,think-2,ROOT,S,S,think,0.0004164064126587,think,O
11031,3509.txt,that,that,5,3,545,IN,Negative,Neutral,0,Introduction,Middle,False,False,False,SBAR,VP,0.2941176470588235,0.2352941176470588,have-5,IN,that,that,have,0.0085363314595044,have,O
11032,3509.txt,we,we,5,4,550,PRP,Negative,Neutral,0,Introduction,Middle,False,False,False,S,SBAR,0.3529411764705882,0.2941176470588235,have-5,NP,PRP,PRP,like,0.0997293358317718,have,O
11033,3509.txt,have,have,5,5,553,VBP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.4117647058823529,0.3529411764705882,think-2,SBAR,IN,S,think,0.0,think,O
11034,3509.txt,a,a,5,6,558,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.4705882352941176,0.4117647058823529,freedom-7,DT,a,a,freedom,0.0,freedom,O
11035,3509.txt,freedom,freedom,5,7,560,NN,Negative,Positive,0,Introduction,Middle,False,False,False,NP,NP,0.4705882352941176,0.4705882352941176,have-5,NP,DT,S,think,0.0,have,O
11036,3509.txt,to,to,5,8,568,TO,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,NP,0.5882352941176471,0.4705882352941176,read-9,TO,to,to,read,0.0,read,O
11037,3509.txt,read,read,5,9,571,VB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.7058823529411765,0.5882352941176471,freedom-7,S,VP,VP,takes,0.0004164064126587,freedom,O
11038,3509.txt,about,about,5,10,576,RB,Negative,Neutral,0,Introduction,Middle,False,False,True,VP,VP,0.6470588235294118,0.7058823529411765,read-9,ADVP,RB,RB,takes,0.0,read,O
11039,3509.txt,",",",",5,11,581,",",Negative,Neutral,0,Introduction,Middle,True,False,False,VP,VP,0.6470588235294118,0.6470588235294118,read-9,",",",",",",think,0.0,read,O
11040,3509.txt,listen,listen,5,12,583,VB,Negative,Neutral,0,Introduction,Middle,False,True,True,VP,VP,0.6470588235294118,0.6470588235294118,read-9,listen,,,,0.4112013325005205,read,O
11041,3509.txt,",",",",5,13,589,",",Negative,Neutral,0,Introduction,Middle,True,False,False,VP,VP,0.6470588235294118,0.6470588235294118,read-9,",",",",",",think,0.0,read,O
11042,3509.txt,or,or,5,14,591,CC,Negative,Neutral,0,Introduction,Middle,False,True,False,VP,VP,0.6470588235294118,0.6470588235294118,watch-15,CC,or,or,watch,0.4112013325005205,watch,O
11043,3509.txt,watch,watch,5,15,594,VB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.7058823529411765,0.6470588235294118,read-9,watch,,,,0.0,read,O
11044,3509.txt,whatever,whatever,5,16,600,WDT,Negative,Negative,0,Introduction,Middle,False,False,False,S,VP,0.3529411764705882,0.7058823529411765,like-19,WHNP,,,,0.0,like,O
11045,3509.txt,we,we,5,17,609,PRP,Negative,Neutral,0,Introduction,Middle,False,False,False,S,S,0.3529411764705882,0.3529411764705882,like-19,NP,PRP,PRP,like,0.0,like,O
11046,3509.txt,would,would,5,18,612,MD,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.8823529411764706,0.3529411764705882,like-19,MD,,,,0.0,like,O
11047,3509.txt,like,like,5,19,618,VB,Negative,Neutral,0,Introduction,Middle,False,False,True,VP,VP,0.6470588235294118,0.8823529411764706,watch-15,SBAR,,,,0.0,watch,O
11048,3509.txt,",",",",5,20,622,",",Negative,Neutral,0,Introduction,Middle,True,False,False,S,VP,0.1176470588235294,0.6470588235294118,think-2,SBAR,IN,S,think,0.0,think,O
11049,3509.txt,and,and,5,21,624,CC,Negative,Neutral,0,Introduction,Middle,False,True,False,S,S,0.1176470588235294,0.1176470588235294,takes-25,CC,and,and,takes,0.4112013325005205,take,O
11050,3509.txt,removing,remove,5,22,628,VBG,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.2941176470588235,0.1176470588235294,takes-25,S,,,,0.0029148448886112,take,O
11051,3509.txt,these,this,5,23,637,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.3529411764705882,0.2941176470588235,things-24,DT,,,,0.0,thing,O
11052,3509.txt,things,thing,5,24,643,NNS,Negative,Neutral,0,Introduction,Middle,False,False,False,S,NP,0.1764705882352941,0.3529411764705882,removing-22,NP,,,,0.0002082032063293,remove,O
11053,3509.txt,takes,take,5,25,650,VBZ,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.2352941176470588,0.1764705882352941,think-2,VBZ,,,,0.0,think,O
11054,3509.txt,away,away,5,26,656,RB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.2352941176470588,0.2352941176470588,takes-25,ADVP,,,,0.0,take,O
11055,3509.txt,our,we,5,27,661,PRP$,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.2352941176470588,0.2352941176470588,freedom-28,NP,,,,0.0,freedom,O
11056,3509.txt,freedom,freedom,5,28,665,NN,Negative,Positive,0,Introduction,Middle,False,False,True,S,VP,0.1176470588235294,0.2352941176470588,takes-25,SBAR,IN,S,think,0.0,take,O
11057,3509.txt,.,.,5,29,672,.,Negative,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.1176470588235294,think-2,.,.,.,think,0.0,think,O
11058,3509.txt,I,I,6,1,674,PRP,Negative,Neutral,0,Introduction,First,False,True,False,S,,0.2,-1.0,think-2,NP,PRP,PRP,think,0.3485321673953779,think,O
11059,3509.txt,think,think,6,2,676,VBP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.3,0.2,think-2,ROOT,S,S,think,0.0004164064126587,think,O
11060,3509.txt,that,that,6,3,682,IN,Negative,Neutral,0,Introduction,Middle,False,False,False,SBAR,VP,0.4,0.3,taken-19,IN,that,that,taken,0.0085363314595044,take,O
11061,3509.txt,inappropriate,inappropriate,6,4,687,JJ,Negative,Negative,0,Introduction,Middle,False,False,False,NP,SBAR,0.7,0.4,books-5,JJ,inappropriate,inappropriate,books,0.0997293358317718,book,O
11062,3509.txt,books,book,6,5,701,NNS,Negative,Neutral,0,Introduction,Middle,False,False,True,NP,NP,0.6,0.7,taken-19,NP,NP,",",books,0.0,take,O
11063,3509.txt,",",",",6,6,706,",",Negative,Neutral,0,Introduction,Middle,True,False,False,NP,NP,0.6,0.6,books-5,",",",",",",books,0.0,book,O
11064,3509.txt,music,music,6,7,708,NN,Negative,Neutral,0,Introduction,Middle,False,True,True,NP,NP,0.6,0.6,books-5,NP,,,,0.4112013325005205,book,O
11065,3509.txt,",",",",6,8,713,",",Negative,Neutral,0,Introduction,Middle,True,False,False,NP,NP,0.6,0.6,music-7,",",",",",",books,0.0,music,O
11066,3509.txt,movies,movie,6,9,715,NNS,Negative,Neutral,0,Introduction,Middle,False,True,True,NP,NP,0.6,0.6,music-7,NNS,,,,0.4112013325005205,music,O
11067,3509.txt,",",",",6,10,721,",",Negative,Neutral,0,Introduction,Middle,True,False,False,NP,NP,0.6,0.6,music-7,",",",",",",books,0.0,music,O
11068,3509.txt,magazines,magazine,6,11,723,NNS,Negative,Neutral,0,Introduction,Middle,False,True,True,NP,NP,0.6,0.6,music-7,NNS,,,,0.4112013325005205,music,O
11069,3509.txt,",",",",6,12,732,",",Negative,Neutral,0,Introduction,Middle,True,False,False,NP,NP,0.6,0.6,music-7,",",",",",",books,0.0,music,O
11070,3509.txt,and,and,6,13,734,CC,Negative,Neutral,0,Introduction,Middle,False,True,False,NP,NP,0.7,0.6,etc.-14,CC,,,,0.4112013325005205,etc.,O
11071,3509.txt,etc.,etc.,6,14,738,FW,Negative,Neutral,0,Introduction,Middle,False,False,True,NP,NP,0.6,0.7,music-7,FW,,,,0.0029148448886112,music,O
11072,3509.txt,",",",",6,15,742,",",Negative,Neutral,0,Introduction,Middle,True,False,False,S,NP,0.5,0.6,books-5,",",",",",",books,0.0,book,O
11073,3509.txt,should,should,6,16,744,MD,Negative,Neutral,0,Introduction,Middle,False,True,False,VP,S,0.6,0.5,taken-19,MD,should,should,taken,0.4112013325005205,take,O
11074,3509.txt,not,not,6,17,751,RB,Negative,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.6,0.6,taken-19,RB,not,not,taken,0.0,take,O
11075,3509.txt,be,be,6,18,755,VB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.7,0.6,taken-19,VB,be,be,taken,0.0,take,O
11076,3509.txt,taken,take,6,19,758,VBN,Negative,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.8,0.7,think-2,SBAR,IN,S,think,0.001665625650635,think,O
11077,3509.txt,off,off,6,20,764,RP,Negative,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.8,0.8,taken-19,PRT,RP,RP,taken,0.0,take,O
11078,3509.txt,the,the,6,21,768,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.9,0.8,shelves-22,DT,the,the,shelves,0.0,shelf,O
11079,3509.txt,shelves,shelf,6,22,772,NNS,Negative,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.2,0.9,taken-19,NP,DT,NNS,taken,0.0012492192379762,take,O
11080,3509.txt,.,.,6,23,779,.,Negative,Neutral,0,Introduction,Last,True,False,True,,S,-1.0,0.2,think-2,.,.,.,think,0.0,think,O
11081,3509.txt,',',0,1,781,``,Neutral,Neutral,1,Body,First,True,False,False,NP,,0.5,-1.0,items-4,``,',',items,0.3485321673953779,item,O
11082,3509.txt,@CAPS1,@caps1,0,2,782,NN,Neutral,Neutral,1,Body,Middle,False,True,True,NP,NP,0.5,0.5,items-4,NN,@CAPS1,@CAPS1,items,0.0,item,O
11083,3509.txt,',',0,3,788,'',Neutral,Neutral,1,Body,Middle,True,False,False,NP,NP,0.5,0.5,items-4,``,',',items,0.0,item,O
11084,3509.txt,items,item,0,4,790,NNS,Neutral,Neutral,1,Body,Middle,False,True,False,S,NP,0.3333333333333333,0.5,society-8,NP,``,NNS,society,0.0,society,O
11085,3509.txt,are,be,0,5,796,VBP,Neutral,Neutral,1,Body,Middle,False,False,False,VP,S,0.5,0.3333333333333333,society-8,VBP,are,are,society,0.0,society,O
11086,3509.txt,all,all,0,6,800,RB,Neutral,Neutral,1,Body,Middle,False,False,False,VP,VP,0.5,0.5,society-8,RB,all,all,society,0.001665625650635,society,O
11087,3509.txt,over,over,0,7,804,IN,Neutral,Neutral,1,Body,Middle,False,False,False,PP,VP,0.6666666666666666,0.5,society-8,IN,over,over,society,0.0,society,O
11088,3509.txt,society,society,0,8,809,NN,Neutral,Neutral,1,Body,Middle,False,False,True,S,PP,0.3333333333333333,0.6666666666666666,society-8,ROOT,S,S,society,0.0,society,O
11089,3509.txt,.,.,0,9,816,.,Neutral,Neutral,1,Body,Last,True,False,False,,S,-1.0,0.3333333333333333,society-8,.,.,.,society,0.0,society,O
11090,3509.txt,It,it,1,1,818,PRP,Positive,Neutral,1,Body,First,False,True,False,S,,0.2857142857142857,-1.0,'s-2,NP,PRP,PRP,look,0.3485321673953779,be,O
11091,3509.txt,'s,be,1,2,820,VBZ,Positive,Neutral,1,Body,Middle,False,False,False,VP,S,0.4285714285714285,0.2857142857142857,'s-2,ROOT,S,S,'s,0.0,be,O
11092,3509.txt,everywhere,everywhere,1,3,823,RB,Positive,Positive,1,Body,Middle,False,False,False,SBAR,VP,0.5714285714285714,0.4285714285714285,look-5,WHADVP,RB,RB,look,0.001665625650635,look,O
11093,3509.txt,you,you,1,4,834,PRP,Positive,Neutral,1,Body,Middle,False,False,False,S,SBAR,0.7142857142857143,0.5714285714285714,look-5,NP,PRP,PRP,look,0.0,look,O
11094,3509.txt,look,look,1,5,838,VBP,Positive,Neutral,1,Body,Middle,False,False,True,S,S,0.2857142857142857,0.7142857142857143,'s-2,SBAR,WHADVP,S,'s,0.0,be,O
11095,3509.txt,.,.,1,6,842,.,Positive,Neutral,1,Body,Last,True,False,False,,S,-1.0,0.2857142857142857,'s-2,.,.,.,'s,0.0,be,O
11096,3509.txt,Billboards,billboard,2,1,844,NNS,Negative,Neutral,1,Body,First,False,True,True,NP,,0.3333333333333333,-1.0,going-34,NP,NP,",",books,0.3485321673953779,go,Arg-B
11097,3509.txt,",",",",2,2,854,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,Billboards-1,",",",",",",books,0.0,billboard,Arg-I
11098,3509.txt,signs,sign,2,3,856,NNS,Negative,Neutral,1,Body,Middle,False,True,True,NP,NP,0.3333333333333333,0.3333333333333333,Billboards-1,NP,,,,0.4112013325005205,billboard,Arg-I
11099,3509.txt,",",",",2,4,861,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,",",",",",",books,0.0,sign,Arg-I
11100,3509.txt,books,book,2,5,863,NNS,Negative,Neutral,1,Body,Middle,False,True,True,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,books,,,,0.4112013325005205,sign,Arg-I
11101,3509.txt,",",",",2,6,868,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,",",",",",",books,0.0,sign,Arg-I
11102,3509.txt,magazine,magazine,2,7,870,NN,Negative,Neutral,1,Body,Middle,False,True,True,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,NN,,,,0.4112013325005205,sign,Arg-I
11103,3509.txt,",",",",2,8,878,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,",",",",",",books,0.0,sign,Arg-I
11104,3509.txt,music,music,2,9,880,NN,Negative,Neutral,1,Body,Middle,False,True,True,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,NN,,,,0.4112013325005205,sign,Arg-I
11105,3509.txt,",",",",2,10,885,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,",",",",",",books,0.0,sign,Arg-I
11106,3509.txt,television,television,2,11,887,NN,Negative,Neutral,1,Body,Middle,False,True,True,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,NN,,,,0.4112013325005205,sign,Arg-I
11107,3509.txt,",",",",2,12,897,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,",",",",",",books,0.0,sign,Arg-I
11108,3509.txt,movies,movie,2,13,899,NNS,Negative,Neutral,1,Body,Middle,False,True,True,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,movies,,,,0.4112013325005205,sign,Arg-I
11109,3509.txt,",",",",2,14,905,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,",",",",",",books,0.0,sign,Arg-I
11110,3509.txt,etc.,etc.,2,15,907,FW,Negative,Neutral,1,Body,Middle,False,True,True,NP,NP,0.3333333333333333,0.3333333333333333,signs-3,ADVP,,,,0.4112013325005205,sign,Arg-I
11111,3509.txt,",",",",2,16,911,",",Negative,Neutral,1,Body,Middle,True,False,False,S,NP,0.2222222222222222,0.3333333333333333,Billboards-1,",",",",",",books,0.0,billboard,Arg-I
11112,3509.txt,but,but,2,17,913,CC,Negative,Neutral,1,Body,Middle,False,True,False,S,S,0.3333333333333333,0.2222222222222222,taking-18,CC,but,but,taking,0.4112013325005205,take,Arg-I
11113,3509.txt,taking,take,2,18,917,VBG,Negative,Neutral,1,Body,Middle,False,False,False,VP,S,0.4444444444444444,0.3333333333333333,going-34,S,CC,VP,stop,0.0106183635227982,go,Arg-I
11114,3509.txt,things,thing,2,19,924,NNS,Negative,Neutral,1,Body,Middle,False,False,False,NP,VP,0.5555555555555556,0.4444444444444444,taking-18,NP,NP,PP,taking,0.0,take,Arg-I
11115,3509.txt,like,like,2,20,931,IN,Negative,Neutral,1,Body,Middle,False,False,False,S,NP,0.2222222222222222,0.5555555555555556,books-21,S,CC,VP,stop,0.0,book,Arg-I
11116,3509.txt,books,book,2,21,936,NNS,Negative,Neutral,1,Body,Middle,False,False,True,NP,S,0.3333333333333333,0.2222222222222222,things-19,NP,NP,",",books,0.0,thing,Arg-I
11117,3509.txt,",",",",2,22,941,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,books-21,",",",",",",books,0.0,book,Arg-I
11118,3509.txt,movies,movie,2,23,943,NNS,Negative,Neutral,1,Body,Middle,False,True,True,NP,NP,0.3333333333333333,0.3333333333333333,books-21,movies,,,,0.4112013325005205,book,Arg-I
11119,3509.txt,",",",",2,24,949,",",Negative,Neutral,1,Body,Middle,True,False,False,NP,NP,0.3333333333333333,0.3333333333333333,books-21,",",",",",",books,0.0,book,Arg-I
